"id_cliente","compras_online","compras_locales","productos_online","productos_locales","servicios_comprados","gasto_online","gasto_local","fecha_ultima_compra_online","fecha_ultima_compra_local","dias_desde_ultima_compra_online","dias_desde_ultima_compra_local","cliente_sin_compras","producto_preferido","categoria_preferida","marca_preferida","presentacion_preferida","servicio_preferido"
"3ebd6dcd-5ef8-4e56-b39c-8bf9df336a59",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"3f138e8b-37cb-42b4-abfb-cd5ee1ae79a5",2,3,8,8,8,2877.00,2951.50,"2026-05-22","2026-06-02",61,50,0,"Protector Termico Leclat","Protector térmico","LECLAT","380ml","Corte de Cabello Dama"
"3f4a1763-5922-4566-85d6-eac6f04c1a43",1,1,2,2,2,589.00,730.00,"2026-07-15","2026-07-20",7,2,0,"Mashera Ialuronico","Tratamiento capilar","AVYNA","250ml","Corte de Cabello Dama"
"3f4ad36e-d422-4ee5-bbed-04293bce4487",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"3f52d4e7-4e98-4a6d-aaf2-cb7bc3e2b0d3",2,3,8,8,8,3160.00,2901.50,"2026-06-15","2026-06-02",37,50,0,"Mashera Ialuronico","Tratamiento capilar","AVYNA","500ml","Corte de Cabello Dama"
"3f77e9d7-8fbd-424e-b625-3557044e9c92",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"3f786dc6-8b3a-4930-9524-4767782f7559",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"3f9533d9-d2e5-4105-9c26-a5b1f2a94d3b",2,1,10,2,2,2969.00,515.00,"2026-05-24","2025-12-14",59,220,0,"Polvo Traslucido Yuya","Maquillaje","AVYNA","Única","Depilaciones Cera y Navaja"
"3fae46f9-0f0f-4905-9fae-97ffa77be04a",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"3fce6653-0d84-4df3-9239-0bdd5ec35ac7",12,8,86,24,24,42074.00,9626.25,"2026-05-31","2025-08-27",52,329,0,"Silk System Shine 300ml","Tratamiento capilar","TEC ITALY","300ml","Corte de Cabello Dama"
"40456544-8902-4f18-b710-0ccf0f679c8c",7,4,35,9,9,10555.50,2540.00,"2026-06-08","2025-02-15",44,522,0,"Xtyling Curly","Producto de peinado","AVYNA","300ml","Depilaciones Cera y Navaja"
"40b98b95-4f27-4468-b2e4-90b7be75c403",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"40f8806f-8df9-4f85-8226-0fcae7c4c4b8",1,2,4,3,3,1350.00,1060.00,"2026-06-29","2026-06-18",23,34,0,"Silk System Shine 125ml","Tratamiento capilar","TEC ITALY","125ml","Corte de Cabello Dama"
"416c6e2c-c687-40a4-ae82-115a76fa7bb7",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"418e3f23-e47c-4a3c-8076-40d7b4462f25",2,3,8,7,7,2549.00,2636.25,"2026-02-18","2026-02-25",154,147,0,"Shampoo Ialuronico","Shampoo","AVYNA","500ml","Corte de Cabello Dama"
"41a8f0e2-f395-4eaf-9450-fb6e21dc0bb0",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"41ba4c05-80a4-42b7-ab49-33d0b8931a69",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"422db15c-761d-4164-9d59-d5f1a7ccde01",12,9,96,24,24,44020.50,9559.25,"2026-07-04","2025-09-04",18,321,0,"Liss Di Lino","Tratamiento capilar","AVYNA","150ml","Corte de Cabello Dama"
"42559cf3-cd46-486e-b602-5584253f78fa",2,1,8,1,1,2994.00,400.00,"2026-06-30","2026-01-09",22,194,0,"Riconstruttore Argan","Tratamiento capilar","AVYNA","250ml","Corte de Cabello Dama"
"4274a3d8-b1c2-4798-bd4f-447bf18cdb4a",7,3,31,7,7,11017.50,2626.00,"2026-05-24","2025-03-22",59,487,0,"L´clat Brume Protector","Protector térmico","LECLAT","Única","Corte de Cabello Dama"
"4295ac95-1b00-4a9e-b008-82e45e58c425",7,3,27,5,5,8604.00,1877.00,"2026-06-17","2025-09-25",35,300,0,"Gel Extra Forte","Tratamiento capilar","AVYNA","500ml","Corte de Cabello Dama"
"42c12ac5-c7b9-4ff8-bc0b-1fa3717ca7a2",1,0,3,0,0,929.00,0.00,"2026-07-08","Sin compra local",14,-1,0,"Silk System Shine 60ml","Tratamiento capilar","TEC ITALY","60ml","No compró servicios"
"4389f7d2-e51b-41e7-9ec3-08a99b1ccd37",2,1,8,1,1,2206.00,410.00,"2026-04-09","2025-12-17",104,217,0,"Gel Extra Forte","Producto de peinado","AVYNA","100ml","Corte de Cabello Dama"
"4398c5e9-7b6f-455c-90d2-63f20692371f",2,3,5,6,6,1528.00,1577.50,"2026-03-01","2026-03-15",143,129,0,"Gel Fijador P/Cejas Yuya","Maquillaje","YUYA","Única","Depilaciones Cera y Navaja"
"44499013-6abd-44c3-9512-a3b3caa8015a",2,3,3,7,7,1398.00,2380.00,"2026-03-20","2026-03-07",124,137,0,"Mashera Di Goji","Tratamiento capilar","AVYNA","500ml","Corte de Cabello Dama"
"44635390-dc67-46df-9feb-88a03639559a",7,10,25,29,29,8981.50,9571.00,"2026-05-30","2026-06-16",53,36,0,"Mashera Ialuronico","Tratamiento capilar","AVYNA","400ml","Depilaciones Cera y Navaja"
"447f93ef-0a05-4c4c-8be6-5e45d7411411",2,1,7,1,1,2089.00,280.00,"2025-11-10","2024-09-23",254,667,0,"Xtra Fixx Gel 300ml","Producto de peinado","NBC","300ml","Depilaciones Cera y Navaja"
"44cf3820-dfee-4293-85c2-c4db96512304",7,8,42,16,16,12004.50,5697.25,"2026-07-01","2026-07-02",21,20,0,"15 Beneficios 300ml Isseda","Tratamiento capilar","AVYNA","300ml","Corte de Cabello Dama"
"458b76f2-7926-48ab-b3e7-7673ec4a2a09",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"459fe277-b4bd-4ea3-a2c0-57fce570fc3c",2,1,6,1,1,2763.50,340.00,"2026-04-16","2025-05-18",97,430,0,"Mashera Di Goji","Tratamiento capilar","AVYNA","1L","Corte de Cabello Dama"
"45ba016c-8e2e-4e10-adcf-e880bc32f922",2,1,12,3,3,2790.00,945.00,"2026-01-28","2025-04-02",175,476,0,"Garnier DESMAQUILLANTE BIFASICO","Cuidado facial","GARNIER","Única","Corte de Cabello Dama"
"478afa27-cad3-45cb-b0aa-15171af1b4c8",7,3,30,8,8,9165.00,3283.00,"2026-05-28","2025-02-02",55,535,0,"Riconstruttore Di Goji","Tratamiento capilar","AVYNA","250ml","Corte de Cabello Dama"
"4795a0c8-0277-4abd-90c4-7033dd862c73",2,2,8,4,4,2500.00,1250.00,"2025-12-10","2026-06-26",224,26,0,"Shampoo Negro Leclat","Shampoo","LECLAT","Única","Corte de Cabello Dama"
"4841f89c-810e-43df-9095-96cb5b65bc9e",12,11,100,23,23,46691.50,9068.50,"2026-06-24","2026-07-05",28,17,0,"Curless Protector De Calor 300ml","Protector térmico","NBC","300ml","Corte de Cabello Dama"
"488b85b3-8f24-42f0-8d59-7bd7bdf94124",2,2,5,4,4,2094.00,1300.00,"2026-03-06","2025-09-11",138,314,0,"Xtylin Wet Look","Tratamiento capilar","AVYNA","300ml","Corte de Cabello Dama"
"48b7a22b-012a-4bbd-a2f4-e6e9a7304292",2,3,8,7,7,2229.00,1335.75,"2025-12-29","2025-12-31",205,203,0,"020 Sand Sable Fit Me Corrector","Maquillaje","MAYBELLINE","Única","Depilaciones Cera y Navaja"
"48b7ac8e-618e-4301-b5b1-90df9a5d76c2",2,1,5,2,2,2044.00,1080.00,"2026-01-08","2024-12-25",195,574,0,"Mashera Di Agave","Tratamiento capilar","AVYNA","500ml","Corte de Cabello Dama"
"49360748-678b-41f3-9ee4-62a3264b9235",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"49c7221b-0f39-4172-ba8a-ac329a4443ee",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"4a162626-8ea2-4f4d-95bb-ca01da3eff87",2,1,4,1,1,1351.50,300.00,"2025-12-08","2025-01-06",226,562,0,"Xtra Fixx Gel 300ml","Producto de peinado","NBC","300ml","Corte de Cabello Dama"
"4a3b42db-adc0-488b-976d-6d3f3c956244",7,8,26,21,21,8719.00,7722.00,"2026-05-28","2026-06-12",55,40,0,"Gel Extra Forte","Producto de peinado","AVYNA","300ml","Corte de Cabello Dama"
"4a5439a2-1182-43f0-8771-988446afbe9a",2,1,7,2,2,2164.00,600.00,"2026-05-18","2025-12-21",65,213,0,"320 Honey Base Matte 30H","Maquillaje","MAYBELLINE","30ml","Depilaciones Cera y Navaja"
"4b0ef67c-5c35-479d-b3ab-f500faaab809",1,1,4,2,2,1453.50,617.50,"2026-06-21","2026-06-03",31,49,0,"Bifasico Platino","Tratamiento capilar","AVYNA","200ml","Depilaciones Cera y Navaja"
"4b651a36-01dc-40d8-b64e-d2f85333d9bb",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"4b7fee59-eae9-4ecb-90d1-fa5010af47c4",2,3,9,8,8,2917.00,2672.00,"2026-06-06","2026-05-21",46,62,0,"Desmaquillante Mk","Cuidado facial","AVYNA","Única","Corte de Cabello Dama"
"4ba28476-ebf0-4aab-9cb1-015afaf05c46",7,10,27,25,25,8618.50,8814.50,"2026-06-28","2026-06-28",24,24,0,"Gel Fijador P/Cejas Yuya","Tratamiento capilar","AVYNA","Única","Corte de Cabello Dama"
"4c060aa1-340c-4ae0-afc9-b81ce807e1e2",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"4c3d20ff-5f86-457a-b5a1-4e5f0a0a806b",1,0,3,0,0,1169.00,0.00,"2026-07-20","Sin compra local",2,-1,0,"Mashera Di Goji","Tratamiento capilar","AVYNA","500ml","No compró servicios"
"4c419a19-5ac1-4940-93fa-5d77699b442e",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"4c44b257-9ff8-4643-8a99-55f9f18b158d",7,3,35,7,7,10537.50,3330.00,"2026-06-28","2025-05-03",24,445,0,"15 Beneficios 300ml Isseda","Tratamiento capilar","AVYNA","300ml","Corte de Cabello Dama"
"4c7b8e6a-146c-41cb-9f50-d02ed1aef51a",7,8,32,17,17,9890.00,6932.00,"2026-06-27","2026-07-08",25,14,0,"Shampoo Platino","Tratamiento capilar","AVYNA","1L","Depilaciones Cera y Navaja"
"4c8df093-f4ac-4327-a109-48eb1eb9ec8c",1,1,3,1,1,989.00,280.00,"2026-06-20","2026-06-26",32,26,0,"Xtra Fixx Gel 300ml","Producto de peinado","NBC","300ml","Depilaciones Cera y Navaja"
"4cc9e56d-b67e-4b19-82f2-51de840dbf34",12,8,97,17,17,43044.00,6975.50,"2026-07-06","2025-08-09",16,347,0,"Finale-X ÁCIDO GLIOXILICO","Tratamiento capilar","AVYNA","200ml","Corte de Cabello Dama"
"4df918f9-3003-421d-a6ef-7276ce6f0fef",2,1,9,1,1,2260.50,120.00,"2026-06-06","2026-01-22",46,181,0,"Cera 4x4 Telaraña","Producto de peinado","LECLAT","Única","Depilaciones Cera y Navaja"
"4e664399-4789-4c9e-9500-0d3fea8d60f0",2,1,4,2,2,1692.00,805.50,"2025-10-19","2024-07-26",276,726,0,"Mashera Di Agave","Tratamiento capilar","AVYNA","1L","Corte de Cabello Dama"
"4ed81b32-a5f4-46ce-b901-f727df41f1e0",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"4ee59dca-c0c9-4c05-908c-adad73977d32",7,8,28,17,17,8585.00,6759.00,"2026-06-12","2026-06-03",40,49,0,"Colageno Mg","Tratamiento capilar","AVYNA","Única","Corte de Cabello Dama"
"4f63d210-3dc8-406b-b4ab-946df60b7ef2",2,1,7,3,3,2522.50,710.00,"2026-02-25","2025-01-25",147,543,0,"The Falsies SURREAL Mascara De Pest...","Maquillaje","MAYBELLINE","Única","Depilaciones Cera y Navaja"
"4fa03485-cb67-4bc1-bdb1-3d7009a83a77",7,3,33,7,7,11540.50,2330.00,"2026-07-04","2026-03-08",18,136,0,"Shampoo Di Argan","Shampoo","AVYNA","500ml","Corte de Cabello Dama"
"4fabf915-1c02-403a-b6e4-148130b8e51e",2,1,6,2,2,1961.00,585.00,"2026-01-29","2025-09-09",174,316,0,"Silk System Shine 60ml","Tratamiento capilar","AVYNA","60ml","Depilaciones Cera y Navaja"
"4fd5fc13-8396-497b-9937-19e3d86fdda5",1,0,4,0,0,929.00,0.00,"2026-07-10","Sin compra local",12,-1,0,"20 Coy Vinyl Ink","Maquillaje","MARY KAY","Única","No compró servicios"
"505345dc-2d55-49d5-a895-bdd6a26790ea",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"5070fbfc-1c75-46fc-bc74-46291eaea264",7,3,29,6,6,10079.50,2334.25,"2026-06-20","2025-10-22",32,273,0,"Shampoo Active 300ml NBC","Tratamiento capilar","AVYNA","300ml","Corte de Cabello Dama"
"5084525e-7895-4bdb-8346-6722663d7e18",2,1,6,1,1,2078.00,465.00,"2025-12-31","2025-02-15",203,522,0,"80 Ruler Matte Ink","Maquillaje","MAYBELLINE","Única","Corte de Cabello Dama"
"50892974-4517-43ec-831b-874e7379e39d",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"5098c915-25f2-4e69-8365-cdce95f80d6d",1,1,2,2,2,944.50,639.00,"2026-07-14","2026-06-30",8,22,0,"Xtiling Mousse","Producto de peinado","AVYNA","300ml","Corte de Cabello Dama"
"50b24045-72d6-49dc-bfa2-e1370b53ef2c",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"50e43753-04e8-4c3d-82ee-9c27fb0a205e",1,1,4,1,1,1500.00,335.00,"2026-06-27","2026-06-13",25,39,0,"Bifasico Platino","Tratamiento capilar","AVYNA","200ml","Corte de Cabello Dama"
"51673051-cedd-47ea-8443-c9939057470c",7,3,27,6,6,9385.50,2225.00,"2026-06-29","2025-08-18",23,338,0,"Shampoo Ialuronico","Shampoo","AVYNA","500ml","Corte de Cabello Dama"
"516d1d70-8cb4-43ef-8fb3-6acfff5dd29d",2,1,12,2,2,2790.00,450.00,"2026-01-17","2025-07-19",186,368,0,"10 Fit Me Tint","Maquillaje","MAYBELLINE","Única","Depilaciones Cera y Navaja"
"5195f773-cc14-4287-9cf9-61668df60783",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"519ee9ff-1386-4852-b571-9c5c1b0d6947",2,1,7,1,1,2391.00,400.00,"2026-04-24","2025-11-12",89,252,0,"Mashera Di Agave","Tratamiento capilar","AVYNA","500ml","Corte de Cabello Dama"
"523d1b15-4d21-412a-adaa-6c9a137e1554",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"52b6df58-e17d-476d-881b-010aba158b39",1,1,4,3,3,1270.00,747.00,"2026-07-12","2026-07-07",10,15,0,"Brunette Gel Voluminizador Para Cejas","Maquillaje","JAFRA","Única","Depilaciones Cera y Navaja"
"52d7ab32-f411-4439-a9ba-8beac92294f5",2,1,3,1,1,1218.00,310.00,"2026-03-20","2025-06-30",124,387,0,"The Falsies SURREAL Mascara De Pest...","Maquillaje","MAYBELLINE","Única","Corte de Cabello Dama"
"53390034-ac48-4c50-82a2-fb7bf9d4b2fd",1,1,4,3,3,539.00,313.50,"2026-06-28","2026-07-05",24,17,0,"Cinnabar Sombra Mk","Maquillaje","MARY KAY","Única","Depilaciones Cera y Navaja"
"53401d0a-3ff4-44ef-b81f-a56955477324",7,9,35,22,22,9129.00,6043.00,"2026-07-05","2026-07-06",17,16,0,"Desmaquillante Mk","Cuidado facial","MARY KAY","Única","Depilaciones Cera y Navaja"
"53674446-20f7-45ca-a310-ca8c7b6bb160",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"538fd7eb-5deb-4804-ab85-fd3e79411cc5",2,3,3,10,10,1608.00,3886.50,"2025-12-27","2025-12-24",207,210,0,"Shampoo Abbondanza","Shampoo","AVYNA","1000ml","Corte de Cabello Dama"
"53b57bf2-fb1d-41d7-a7b4-880ac9767521",12,8,93,18,18,45628.00,7309.00,"2026-05-31","2025-08-14",52,342,0,"Liquid Silk Queratina","Tratamiento capilar","AVYNA","100ml","Corte de Cabello Dama"
"53c5fd84-047e-42e3-bd3a-66bb2b97ebe7",2,3,10,9,9,3068.00,3288.50,"2026-04-13","2026-04-12",100,101,0,"Chocolatto Tatamiento Intensivo","Tratamiento capilar","CHOCOLATTO","250ml","Corte de Cabello Dama"
"53d43357-c767-46ad-8b5c-8cee42decd5a",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"551c6162-9a7b-4cf0-887c-560040dbf526",7,4,35,7,7,11041.00,2040.00,"2026-07-14","2026-06-07",8,45,0,"L´clat Brume Protector","Protector térmico","LECLAT","Única","Corte de Cabello Dama"
"5539752a-59ae-45a1-a758-699f8b964fb6",2,4,6,7,7,1888.00,1962.00,"2026-05-31","2026-05-29",52,54,0,"Gel Fijador P/Cejas Yuya","Maquillaje","YUYA","Única","Depilaciones Cera y Navaja"
"55981d41-d878-4e14-8a09-ce68dd5ac273",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"564e2d67-f5e2-4e42-aeb5-004b5370ec4d",2,1,7,2,2,3373.50,875.00,"2026-03-24","2024-12-24",120,575,0,"Shampoo Ialuronico","Tratamiento capilar","AVYNA","1000ml","Corte de Cabello Dama"
"567a4f64-ba6e-45e9-bd35-17ee1d4dba15",7,9,37,26,26,11130.00,7795.00,"2026-06-06","2026-05-21",46,62,0,"35 Cheeky Vinyl Ink","Maquillaje","MAYBELLINE","Única","Depilaciones Cera y Navaja"
"5689b53c-11ca-44eb-aed9-89fa3ebae0e7",2,3,5,7,7,1586.00,3081.00,"2025-12-25","2025-12-12",209,222,0,"Mashera Di Goji","Tratamiento capilar","AVYNA","500ml","Corte de Cabello Dama"
"56af1f1d-8086-4eaa-b478-cb08d8410d50",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"57154a53-a0ac-4ed0-8650-a74f615ff2cd",1,1,1,1,1,393.50,310.00,"2026-06-18","2026-06-27",34,25,0,"The Falsies SURREAL Mascara De Pest...","Maquillaje","MAYBELLINE","Única","Corte de Cabello Dama"
"5721c175-991c-4e51-8e13-e9e371fce896",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"5733029e-cccf-4954-bbb6-5c0aed96c583",1,1,4,1,1,1144.00,247.50,"2026-06-26","2026-06-17",26,35,0,"Crema DEPILADORA Sheló","Cuidado corporal","SHELÓ","Única","Depilaciones Cera y Navaja"
"57d01986-1d5e-470b-ab44-a433f73bd0b0",2,1,10,2,2,2933.00,510.00,"2026-04-13","2025-11-02",100,262,0,"50 Wicked Vinyl Ink","Maquillaje","MAYBELLINE","Única","Depilaciones Cera y Navaja"
"5847b6eb-e57e-4726-a852-4202b2e14bb7",2,1,8,1,1,2941.00,360.00,"2026-03-21","2025-09-24",123,301,0,"Mashera Di Agave","Tratamiento capilar","AVYNA","1L","Corte de Cabello Dama"
"58dd725f-23dc-4392-91d3-0a7e5162456a",2,1,6,1,1,2013.00,400.00,"2025-12-27","2025-07-05",207,382,0,"Riconstruttore Di Goji","Tratamiento capilar","AVYNA","250ml","Corte de Cabello Dama"
"5940d8c4-ede9-45f6-8a0b-86258a5f39fa",1,1,2,3,3,579.00,648.00,"2026-06-21","2026-06-28",31,24,0,"Polvo Traslucido Yuya","Maquillaje","YUYA","Única","Depilaciones Cera y Navaja"
"594c281b-fb74-4957-9064-b39e7472125c",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"59981fd6-b2a4-43b4-9402-d635c06a91a6",2,1,6,2,2,1889.00,420.00,"2026-05-20","2025-04-23",63,455,0,"07 Fit Me Tint","Maquillaje","MAYBELLINE","Única","Depilaciones Cera y Navaja"
"59abab3b-0d1d-4076-92fd-d66b93e58d15",12,8,104,23,23,41075.50,7005.50,"2026-06-28","2025-08-10",24,346,0,"Silk System Shine 300ml","Maquillaje","MAYBELLINE","300ml","Corte de Cabello Dama"
"59af8695-fbc7-4dc6-aeb6-631895ecb9f6",2,1,10,1,1,3011.50,240.00,"2026-04-14","2025-11-18",99,246,0,"Rose Oro Rubor Jafra","Maquillaje","JAFRA","Única","Depilaciones Cera y Navaja"
"59cee615-5bce-42f8-af1d-006e125c915e",2,1,10,2,2,3067.00,935.00,"2026-04-21","2025-11-25",92,239,0,"Bifasico Ialuroico","Tratamiento capilar","AVYNA","200ml","Corte de Cabello Dama"
"5a01b934-b13a-43ff-ade4-9d767571c8bc",2,5,5,9,9,1188.00,2473.75,"2025-12-10","2025-12-07",224,227,0,"020 Sand Sable Fit Me Corrector","Maquillaje","MAYBELLINE","Única","Depilaciones Cera y Navaja"
"5aad3a48-0ee2-4b1b-bc64-fe54da1ed5ee",2,4,2,8,8,1198.00,3041.50,"2026-03-14","2026-03-06",130,138,0,"Mashera Ialuronico","Shampoo","AVYNA","1L","Depilaciones Cera y Navaja"
"5b71c271-f362-47ac-8bd4-2e6cb95a5b7b",7,3,24,8,8,8509.50,3341.00,"2026-05-26","2025-06-01",57,416,0,"Shampoo Di Argan","Shampoo","AVYNA","1L","Corte de Cabello Dama"
"5b97c36e-8669-455e-a1a2-531264d222fb",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"5bc76704-5faf-46b0-ad6b-4f7d1abd834e",7,3,28,6,6,10095.00,2130.00,"2026-05-19","2025-04-13",64,465,0,"Xtiling Mousse","Tratamiento capilar","AVYNA","300ml","Corte de Cabello Dama"
"5be9af98-4ff0-4517-9f40-b28404f17b11",2,1,3,1,1,1238.00,245.00,"2026-06-24","2026-02-07",28,165,0,"Mashera Ialuronico","Tratamiento capilar","AVYNA","250ml","Depilaciones Cera y Navaja"
"5c2589bf-e7fd-4f6b-8a73-115eeba73f9f",2,1,2,2,2,828.00,600.00,"2026-01-22","2025-04-18",181,460,0,"Xtylin Wet Look","Producto de peinado","AVYNA","300ml","Corte de Cabello Dama"
"5c270f0b-57d7-4982-a9cd-195fb9577a27",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"5c3e1cc4-b93e-484c-822e-95e1210f65a3",2,1,4,2,2,1708.00,800.00,"2026-05-18","2025-10-31",65,264,0,"Mashera Ialuronico","Tratamiento capilar","AVYNA","250ml","Corte de Cabello Dama"
"5caaeb5a-5839-404c-8438-b982ae211dc8",7,3,30,6,6,11502.50,2135.25,"2026-06-20","2025-05-31",32,417,0,"Shampoo Di Agave","Shampoo","AVYNA","1L","Corte de Cabello Dama"
"5cad0da4-550a-4e48-a0f1-29aaceea517c",1,1,3,1,1,879.00,250.00,"2026-07-16","2026-06-30",6,22,0,"Dark Brunette Gel Voluminizador Para Cejas","Maquillaje","JAFRA","Única","Depilaciones Cera y Navaja"
"5cafcbc7-f5ed-4495-a1dd-d12cfd4cba06",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"5cbb5c36-fa9f-44ed-bf81-a968061d3fb4",7,4,34,9,9,11836.00,3292.50,"2026-06-29","2026-03-24",23,120,0,"Mashera Di Agave","Tratamiento capilar","AVYNA","300ml","Corte de Cabello Dama"
"5ced1be7-c329-4534-be55-22c95c62b570",1,2,2,4,4,1229.00,1316.25,"2026-07-06","2026-07-09",16,13,0,"Mashera Di Goji","Tratamiento capilar","AVYNA","1L","Depilaciones Cera y Navaja"
"5cfd4b89-63a0-4e0d-bf51-40fe20198c4c",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"5d51a35d-2ada-46c0-a19a-480f360ac3ad",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"5d56f806-dc96-4857-8b4a-258026a34acd",2,1,7,2,2,2829.00,680.00,"2026-04-12","2025-07-23",101,364,0,"Pozione Booster","Tratamiento capilar","AVYNA","300ml","Corte de Cabello Dama"
"5d77f2ad-59aa-45c0-8182-6f526726ac11",1,1,4,1,1,1079.00,468.00,"2026-07-10","2026-07-13",12,9,0,"Mashera Ialuronico","Tratamiento capilar","AVYNA","250ml","Corte de Cabello Dama"
"5d84d64c-f2d2-4154-b763-f64bf005a5bb",2,3,7,10,10,1739.00,1784.50,"2026-01-06","2026-01-05",197,198,0,"Agua Micelar Garnier","Cuidado facial","GARNIER","Única","Depilaciones Cera y Navaja"
"5da33bfb-9ec6-429d-911b-f2570d1669ce",12,8,114,23,23,46461.50,7207.75,"2026-06-19","2025-08-09",33,347,0,"Mashera Di Agave","Tratamiento capilar","AVYNA","500ml","Corte de Cabello Dama"
"5df20275-efad-4ff5-93e8-db63ef9dc8a7",0,0,0,0,0,0.00,0.00,"Sin compra online","Sin compra local",-1,-1,1,"Sin compras","Sin compras","Sin compras","Sin compras","Sin compras"
"5e068840-a3e1-4b98-b44d-32d163725efa",7,3,27,6,6,9619.50,3720.00,"2026-06-27","2025-10-26",25,269,0,"Xtiling Mousse","Producto de peinado","AVYNA","300ml","Corte de Cabello Dama"
"5e1e7d35-fc01-483f-a764-012974f866e6",2,1,5,2,2,1706.00,570.00,"2026-03-31","2025-12-26",113,208,0,"Mashera Di Argan","Tratamiento capilar","AVYNA","500ml","Depilaciones Cera y Navaja"
